Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title ,Undergrad scenario body,Undergrad scenario body #2 (negation scenarios only),Undergrad comprehension question,Undergrad correct response,Undergrad incorrect response,Undergrad photo link,Undergrad photo name,Letters Missing,Occurrence
Social Situations,Family & Home Life,,Posting about Family,You look through your social media feed. You notice you posted a picture with your parents and none of your other friends have posted pictures with their family. Your followers must think that you're genuine.,N/A,Do your peers think you're uncool for posting a picture with your parent?,No,,https://drive.google.com/file/d/1CZ3q4YAXdB5vZOsWDR7bPvWclLmbpBgm/view?usp=sharing,,1,3
Social Situations,,,Smelly Lunch,"You packed a lunch today and you get it out in front of your friends. It smells really strongly as you notice your friends make faces. You tell your friends about what you're eating, and you feel proud.",N/A,Are you embarrassed by your lunch? ,No,,https://drive.google.com/file/d/1Xy_Atc0CRVipJzZ4bR5RCYHdQORn6Yxp/view?usp=sharing,,2,1
Social Situations,,,The New City,"You have been living in a new city for a few months, and have been having some trouble making new friends. You have been very busy since your move, but you know it is important to establish good relationships here in your new home. As you think about life in your new city, you believe that you will make friends.",,"Thinking about life in your new home going forward, you imagine:",Having a new group of friends you can rely on.,Needing to do everything yourself.,https://drive.google.com/file/d/1vmg4TsmrtbYfXhY-wPcqKCSfD3CWS8Kl/view?usp=sharing,,2,3
Social Situations,Mental Health,,Driving flashback,"You are driving to a friend's house in the town you previously lived in. When you arrive at the entrance, you have a strong flashback to when you used to visit this house many years back. You start to feel anxious about being disoriented, and you decide that what you will do about these feelings is to just let them pass.",N/A,"When you feel disoriented, it is helpful to ...",Simply observe and accept the feelings.,Get anxious about feeling disoriented.,https://drive.google.com/file/d/111tmTqhti30waD2ToHBnhDXMWZr6Fiv3/view?usp=sharing,,2,4
Social Situations,,,Your Closest Friend,"You and your best friend have known each other since middle school. You are starting to have some different interests, and you worry that you won't understand each other as you get older. ","When you think about major life events, such as your wedding or having kids, you think your friend will not be distant, instead you expect your best friend to be understanding.",Do you expect your best friend to support you during major life events?,Yes,No,https://drive.google.com/file/d/1D0nZZN_r7wrdPDhfqqh4r5TQ4Z7u4u2s/view?usp=sharing,,2,4
Social Situations,Physical Health,,Seeing an Old Friend,You see an old friend you haven't spoken to in years. Your heart skips a beat. You feel excited.,,Is it OK that your heart felt like it skipped a beat?,Yes,,https://drive.google.com/file/d/1y8Ol0_urR_KdDlcWEw9hZ979KBQ_ozHp/view?usp=sharing,,2,4
Social Situations,,,Meeting New Friends,"You get hired for a new part-time job where you do not know anyone. On the first day of work, you put yourself out there to try to meet new friends. When you think about asking some colleagues if they want to grab dinner after work, you expect them to say yes.",,"If you ask your co-workers to get dinner after work, they will probably",Agree that getting dinner is a good idea.,Politely decline your invitation.,https://drive.google.com/file/d/1vmEFLzq1i5guQSpr0uE5nLlEbZHH1whv/view?usp=sharing,,2,3
Social Situations,,,Lunch with a Friend,"You are out to lunch with a friend. As you eat your salad and talk with them, they stare at you. They probably think that you are interesting.",N/A,Your friend was probably looking at you because ...,You are great company.,You have poor table manners.,https://drive.google.com/file/d/1em0l3V7p1ogxMfcVABV3Q6jMzd0__bfK/view?usp=sharing,,2,1
Social Situations,Family & Home Life,,Introducing Your Friends,"You invited your parents to meet your friends from class tonight. You know that they can often tell embarrassing stories about you to other people. You think about what they're going to do tonight, and feel calm.",,Are you worried about what your parents will say tonight? ,No,,https://drive.google.com/file/d/1jGKwLrtXqcIGGrJzcL9eRsCy8D-KQGvl/view?usp=sharing,,2,4
Social Situations,,,Cooking a Casserole,"You are going to a potluck dinner party, and you want to make your family's macaroni casserole to bring. You have the recipe your parents gave you, but you worry you don't have the cooking skills to pull off the dish. You think that people at the party will probably think your casserole tastes unappetizing.",,"When you think about the reactions to your casserole, you see the other guests",Leaving their servings on their plates.,Going for seconds,https://drive.google.com/file/d/12kKvu8IBTJkLrM3hsryH2oaUOq9wkAyI/view?usp=sharing,,2,4
Social Situations,Mental Health,,A Rude Comment,You post a picture you are really confident about. You see a really rude comment as you go back to check your comments. You take a deep breath and decide not to feel bothered.,N/A,Do you get really upset about the rude comment on your post?,No,,https://drive.google.com/file/d/1RkgHCc_BENHGzRjkp5-Y-7TvU7m58if8/view?usp=sharing,,2,4
Social Situations,,,Greeting People in Libraries ,"You are studying at the library and notice two friends. They are walking in together, and they say hi as they're walking by. You feel embarrassed.",You realize that they might be there to study toot. This makes you feel better.,Do you feel anxious after seeing your friends? ,No,,https://drive.google.com/file/d/1Clctht43jDXF2QSySK6_NttDqJAW6LRW/view?usp=sharing,,2,1
Social Situations,,,A different haircut,"While at the hairdresser's, you opt for a completely different haircut. When you see your friend afterwards, they gasp. Their gasp probably means that they think the new style makes you look great.",N/A,Does your friend like your new haircut?,Yes,,https://drive.google.com/file/d/1nxCfWyJ_lSYhZLviVa67EuNv-JzlUoEO/view?usp=sharing,,2,2
Social Situations,Finances,,Saving Money,"You have a meal plan scholarship so you always eat the dining hall food. When you eat with your friends, they. all want to go eat somewhere in town instead of at the dining hall. You realize that you have a different situation than your friends and that's ok.",,Are you hard on yourself because you don't eat out like your friends?,No,,https://drive.google.com/file/d/1GlgWw9CNYkuvPqXiAgChQuDim1Uuife8/view?usp=sharing,,2,4
Social Situations,,,Book Club Friends ,"You have recently joined a local book club, and think the other members are very cool. You would like to hang out more often, but you worry about whether they will want to be friends outside of the book club. You consider inviting them over for dinner, and you think that they will think you are boring.",,"If the members of the book club accepted your dinner invitation, they would probably",Be disappointed in your company.,Enjoy the get together over dinner.,https://drive.google.com/file/d/1A1f5i2QjKCaDwo5rm3VkBWBNRDlH60lC/view?usp=sharing,,2,2
Social Situations,,,Being Left Opened on Snapchat,"You can see that friend opened the photo you sent but didn't respond to you. You know that they're posting other things, so they're definitely on their phone. Your friend probably didn't respond because they forgot",,Is your friend ignoring you on purpose?,No,,https://drive.google.com/file/d/16Mn418BJmgaCo2BI0gZ-yjV4YknV-Me0/view?usp=sharing,,2,1
Social Situations,Academics/Work/Career Development,,An engaged audience,"You are required to give a presentation to a group of classmates that you know well. They all are quiet during your presentation. As you think about it later in your dorm room, you think that your classmates found your presentation interesting.",N/A,Your classmates were probably quiet because ...,They were engaged by your presentation.,They were bored by your presentation.,https://drive.google.com/file/d/12S8nfxTZe8xGCPO8jz-sGM6I1c8zCe1q/view?usp=sharing,,2,3
Social Situations,Family & Home Life,Finances,Home Introductions ,"You notice your home is not like your peers' homes. Your best friend has never been to your place, but wants to come over for dinner one night. You think their reaction to your home will be respectful.",N/A,Will your friends judge your home?,No,,https://drive.google.com/file/d/1VCybtiOeMs0Sxk93nEyA51k4mVoIITAu/view?usp=sharing,,2,3
Social Situations,,,New Environment,"You feel uncomfortable sleeping with others in the same room. This weekend, your friends are coming over for the night, and you will all sleep in the same room. As you think about the upcoming sleepover, you feel nervous.",You think about the sleepover a little more and realize you will probably be having too much fun to be nervous. You feel calmer.,Will the sleepover be miserable?,No,,https://drive.google.com/file/d/1HCk6VJXjD26hyWBA9Nbw47LRD7lh1JIB/view?usp=sharing,,2,1
